transaction_id,amount,transaction_time,location_change,device_change,merchant_risk,is_fraud
100,379.07,19,0,0,0.2437,0
101,997.23,15,0,0,0.0877,0
102,1363.13,17,0,0,0.0852,0
103,162.02,7,0,0,0.135,0
104,293.47,21,0,0,0.0725,0
105,717.52,17,0,0,0.0434,0
106,287.37,9,0,0,0.0304,0
107,379.87,13,0,0,0.1343,0
108,1312.38,14,0,0,0.0484,0
109,271.17,8,0,0,0.099,0
110,229.91,21,0,0,0.0434,0
111,482.0,17,0,0,0.0548,0
112,1757.37,16,0,0,0.0566,0
113,574.18,9,0,0,0.0468,0
114,743.17,21,0,0,0.1102,0
115,7690.06,0,1,0,0.7425,1
116,1289.66,9,0,0,0.0079,0
117,346.08,19,0,0,0.1486,0
118,801.48,11,0,0,0.0779,0
119,206.71,20,0,0,0.1409,0
120,592.5,9,0,0,0.1123,0
121,6732.21,8,0,0,0.116,0
122,673.85,21,0,0,0.2024,0
123,732.89,10,0,0,0.1982,0
124,839.04,16,1,0,0.1508,0
125,825.89,15,0,0,0.0685,0
126,226.39,18,0,0,0.0781,0
127,746.71,16,0,0,0.1491,0
128,1907.98,14,0,0,0.0381,0
129,247.02,9,0,0,0.0586,0
130,1246.81,18,0,1,0.0613,0
131,4239.83,16,1,0,0.0873,0
132,7810.64,13,0,0,0.097,0
133,15895.89,0,1,1,0.8383,1
134,158.24,11,0,0,0.0635,0
135,835.02,12,0,0,0.1361,0
136,488.23,21,0,0,0.0966,0
137,823.94,14,0,0,0.1441,0
138,385.92,10,0,0,0.0275,0
139,910.73,16,0,0,0.0058,0
140,190.99,7,1,0,0.0866,0
141,618.93,13,0,0,0.0647,0
142,1113.26,21,0,0,0.1,0
143,100000.0,23,1,1,0.5364,1
144,449.39,15,0,0,0.0359,0
145,1867.7,13,0,0,0.1252,0
146,3403.0,7,0,0,0.1515,0
147,160.01,19,0,0,0.112,0
148,1321.15,9,0,0,0.0598,0
149,626.7,21,0,0,0.011,0
150,253.43,8,0,0,0.0971,0
151,526.3,16,0,0,0.0201,0
152,642.45,17,0,0,0.0941,0
153,323.81,21,0,0,0.1285,0
154,241.57,7,0,0,0.1108,0
155,11506.87,1,0,1,0.8826,1
156,498.37,19,0,0,0.2164,0
157,3050.41,17,0,0,0.0732,0
158,409.38,17,0,0,0.0903,0
159,1239.98,9,1,0,0.0579,0
160,411.92,11,0,0,0.0998,0
161,97.63,11,0,0,0.0644,0
162,919.81,19,0,0,0.2024,0
163,1916.82,8,1,0,0.0501,0
164,496.86,12,0,0,0.1797,0
165,167.32,9,0,0,0.085,0
166,10723.63,2,1,1,0.8866,1
167,210.4,21,0,0,0.139,0
168,1432.87,21,0,0,0.1021,0
169,1101.08,18,0,0,0.0145,0
170,860.53,11,0,0,0.0541,0
171,93.72,19,0,0,0.2066,0
172,1068.31,11,0,0,0.0084,0
173,59671.49,23,1,1,0.7111,1
174,2085.62,20,0,0,0.0263,0
175,548.75,10,0,0,0.0339,0
176,1521.09,17,0,0,0.1116,0
177,1735.88,11,0,0,0.0969,0
178,282.26,7,0,0,0.0212,0
179,862.54,14,0,1,0.0842,0
180,307.04,10,0,0,0.1019,0
181,270.86,13,0,0,0.1098,0
182,977.81,7,0,0,0.2205,0
183,424.09,13,0,0,0.0272,0
184,1055.85,13,0,0,0.1074,0
185,391.4,8,1,0,0.0517,0
186,2458.1,12,0,0,0.084,0
187,445.31,18,0,0,0.0978,0
188,1814.44,12,0,0,0.1583,0
189,1177.2,11,0,0,0.1197,0
190,520.41,21,0,0,0.1579,0
191,9918.5,0,1,0,0.5214,1
192,308.79,21,0,0,0.0692,0
193,135.04,15,0,0,0.0379,0
194,2128.48,14,0,0,0.0719,0
195,617.42,12,0,1,0.0689,0
196,3887.24,16,0,0,0.1821,0
197,1453.64,12,0,0,0.0375,0
198,329.62,9,0,0,0.0493,0
199,336.96,14,0,0,0.0407,0
200,673.57,18,0,0,0.1196,0
201,9938.47,23,1,1,0.4803,1
202,396.12,10,0,0,0.0878,0
203,476.04,10,0,0,0.2203,0
204,1005.04,10,0,0,0.077,0
205,292.75,10,0,0,0.0665,0
206,212.09,7,0,0,0.0478,0
207,325.28,19,0,0,0.21,0
208,48.44,10,1,0,0.0434,0
209,22100.88,3,1,1,0.4813,1
210,918.48,14,0,0,0.0139,0
211,188.5,8,0,0,0.0474,0
212,1410.83,20,0,0,0.1285,0
213,535.03,16,0,0,0.0845,0
214,1248.41,11,0,0,0.0351,0
215,409.84,20,0,0,0.0414,0
216,652.61,17,0,0,0.059,0
217,2293.46,13,0,0,0.1248,0
218,1976.24,14,0,0,0.0924,0
219,566.83,20,0,0,0.0242,0
220,5675.67,18,0,0,0.2377,0
221,79.53,12,1,0,0.0442,0
222,249.26,9,0,0,0.059,0
223,819.64,8,0,0,0.0738,0
224,274.83,21,0,0,0.0757,0
225,194.25,21,0,0,0.0955,0
226,1326.29,14,0,0,0.0505,0
227,200.28,20,0,0,0.049,0
228,629.2,14,0,0,0.1506,0
229,571.47,21,0,0,0.0323,0
230,1764.36,13,0,0,0.0347,0
231,647.74,12,0,0,0.0411,0
232,1111.28,14,0,0,0.116,0
233,3390.1,17,0,0,0.1119,0
234,3226.69,15,0,0,0.0725,0
235,1118.06,8,0,0,0.1705,0
236,156.32,14,0,0,0.2596,0
237,1005.19,16,0,0,0.1448,0
238,202.09,12,1,0,0.2026,0
239,854.48,21,0,0,0.0462,0
240,2845.61,10,0,0,0.0528,0
241,4152.47,11,0,0,0.0591,0
242,531.94,14,0,0,0.1197,0
243,230.62,21,0,0,0.0725,0
244,418.46,21,0,0,0.0831,0
245,287.23,16,0,0,0.085,0
246,298.19,19,0,0,0.1159,0
247,950.62,8,0,0,0.1112,0
248,176.23,16,0,0,0.0637,0
249,2454.01,19,1,0,0.0076,0
250,4432.83,18,0,0,0.08,0
251,6763.4,1,1,1,0.5325,1
252,1635.33,15,0,0,0.1832,0
253,31658.87,1,0,1,0.8661,1
254,705.01,15,0,0,0.0724,0
255,904.43,7,0,0,0.1558,0
256,3137.41,11,0,0,0.0959,0
257,193.07,9,0,0,0.3836,0
258,177.64,20,0,0,0.1931,0
259,177.6,20,0,0,0.0454,0
260,259.85,7,0,0,0.0627,0
261,1197.89,19,0,0,0.0253,0
262,163.72,15,0,0,0.0237,0
263,733.39,18,0,0,0.0158,0
264,894.37,12,0,0,0.0691,0
265,800.02,20,0,0,0.0261,0
266,1559.99,11,1,0,0.0492,0
267,84.15,10,0,0,0.0537,0
268,863.55,10,0,0,0.1122,0
269,576.87,21,0,0,0.1035,0
270,2704.83,13,0,0,0.037,0
271,1077.58,8,0,0,0.13,0
272,1964.61,21,0,0,0.0692,0
273,413.66,15,0,0,0.0774,0
274,747.94,12,0,0,0.3097,0
275,1499.46,19,0,0,0.0473,0
276,2908.39,21,0,0,0.0158,0
277,936.13,14,0,0,0.0398,0
278,416.06,16,0,0,0.2014,0
279,5614.08,10,0,0,0.1595,0
280,5945.89,9,0,1,0.0258,0
281,1404.3,7,0,0,0.1742,0
282,132.59,9,0,0,0.0957,0
283,2163.1,15,0,0,0.0264,0
284,721.89,15,0,0,0.2471,0
285,402.03,11,0,0,0.0716,0
286,5222.59,21,0,0,0.0328,0
287,356.84,10,1,0,0.0654,0
288,180.46,11,0,0,0.038,0
289,1591.32,16,0,0,0.1521,0
290,406.26,13,0,0,0.1112,0
291,244.07,18,0,0,0.0297,0
292,950.53,19,0,0,0.2058,0
293,119.92,20,0,0,0.1035,0
294,292.3,17,0,0,0.0168,0
295,706.43,12,0,0,0.0176,0
296,10098.77,17,0,0,0.0959,0
297,368.13,16,0,0,0.0162,0
298,508.06,7,0,0,0.0407,0
299,72319.56,1,1,1,0.7735,1
300,13394.67,3,1,1,0.7723,1
301,518.55,15,0,0,0.1295,0
302,346.68,20,0,0,0.0161,0
303,1995.75,7,0,0,0.0894,0
304,1743.02,7,1,1,0.042,0
305,303.91,18,0,0,0.0075,0
306,775.67,11,0,0,0.0809,0
307,1036.72,12,0,0,0.0652,0
308,696.15,11,0,0,0.0411,0
309,899.24,20,1,0,0.0159,0
310,1467.08,21,0,0,0.1456,0
311,537.3,14,0,0,0.097,0
312,414.91,7,0,0,0.1132,0
313,668.64,21,0,0,0.1231,0
314,2575.69,10,0,0,0.0499,0
315,377.55,21,1,0,0.0281,0
316,94.44,21,0,0,0.0598,0
317,216.02,11,0,0,0.1936,0
318,792.01,7,0,0,0.2483,0
319,681.65,10,0,0,0.0856,0
320,197.51,11,0,0,0.0595,0
321,1068.05,12,0,0,0.0156,0
322,248.21,16,0,0,0.0631,0
323,151.64,9,0,0,0.0479,0
324,24807.04,22,1,1,0.9804,1
325,2581.79,7,0,0,0.0743,0
326,192.9,16,0,0,0.0476,0
327,402.72,12,0,0,0.1409,0
328,1102.12,20,0,0,0.0265,0
329,1067.67,11,0,0,0.0357,0
330,393.17,9,0,0,0.0846,0
331,1282.48,16,0,0,0.2916,0
332,847.22,20,0,0,0.0466,0
333,196.2,14,0,0,0.122,0
334,364.8,14,0,0,0.0442,0
335,273.28,16,0,0,0.0286,0
336,133.29,7,0,0,0.1502,0
337,593.16,12,0,0,0.0603,0
338,849.77,10,0,0,0.0296,0
339,102.79,18,0,0,0.0184,0
340,153.93,11,0,0,0.0674,0
341,452.56,19,0,0,0.0617,0
342,301.11,9,0,0,0.0694,0
343,18531.92,0,1,1,0.7399,1
344,5942.01,18,0,0,0.1171,0
345,510.48,19,0,0,0.0325,0
346,789.48,14,0,0,0.1241,0
347,100000.0,1,1,1,0.8995,1
348,3848.12,10,0,0,0.1665,0
349,1113.25,9,0,0,0.0976,0
350,3248.72,14,0,0,0.1957,0
351,145.57,14,1,0,0.0605,0
352,143.44,15,0,0,0.1358,0
353,526.29,15,0,0,0.1037,0
354,2361.17,9,0,0,0.0725,0
355,397.87,19,1,0,0.0264,0
356,161.52,17,0,0,0.056,0
357,709.3,12,0,0,0.191,0
358,114.58,17,0,0,0.0199,0
359,1275.88,18,0,0,0.1035,0
360,294.18,20,0,0,0.1113,0
361,668.55,16,0,0,0.267,0
362,368.94,17,1,0,0.0688,0
363,1420.79,20,0,0,0.0915,0
364,552.44,18,0,0,0.1726,0
365,1914.33,20,0,0,0.066,0
366,656.22,18,0,0,0.1128,0
367,159.15,21,0,0,0.054,0
368,1468.01,21,0,0,0.0597,0
369,951.26,15,0,0,0.0559,0
370,959.68,7,0,0,0.0295,0
371,968.45,21,0,0,0.1625,0
372,1268.23,17,1,0,0.0076,0
373,320.42,17,0,1,0.0467,0
374,263.24,13,0,0,0.1609,0
375,880.94,7,0,0,0.058,0
376,2118.78,9,0,0,0.1168,0
377,2613.99,12,0,0,0.0488,0
378,1500.45,10,0,0,0.0336,0
379,220.01,16,0,0,0.1225,0
380,3133.59,10,1,0,0.1043,0
381,734.84,14,0,0,0.2116,0
382,13682.95,22,1,1,0.9522,1
383,415.93,15,0,0,0.0882,0
384,2117.75,19,0,0,0.1126,0
385,30867.71,2,1,1,0.8534,1
386,1498.96,15,0,0,0.2053,0
387,290.33,17,0,0,0.0752,0
388,118.52,21,0,0,0.0336,0
389,4297.44,18,0,0,0.0109,0
390,1391.96,17,0,0,0.1251,0
391,296.4,21,0,0,0.0437,0
392,5543.85,0,0,1,0.7904,1
393,697.14,12,0,0,0.0926,0
394,307.1,11,0,0,0.0464,0
395,452.45,9,0,0,0.0425,0
396,2987.99,17,0,0,0.0521,0
397,203.72,8,0,0,0.0502,0
398,482.32,10,0,0,0.2122,0
399,87.78,9,0,0,0.1254,0
400,1111.86,20,0,0,0.0559,0
401,1726.76,18,0,0,0.0281,0
402,332.65,12,0,0,0.1497,0
403,236.22,13,0,0,0.1417,0
404,1665.47,14,0,0,0.1429,0
405,42014.06,0,1,1,0.8123,1
406,26469.46,23,1,1,0.6379,1
407,1224.6,20,0,0,0.1806,0
408,907.69,13,0,0,0.1269,0
409,758.04,8,0,0,0.0455,0
410,1165.36,17,0,0,0.0632,0
411,1461.3,10,0,0,0.0179,0
412,492.21,13,0,0,0.1077,0
413,524.89,14,0,0,0.0933,0
414,365.27,7,0,0,0.1929,0
415,425.59,8,0,0,0.0419,0
416,543.38,17,0,0,0.1535,0
417,1443.22,7,0,0,0.0254,0
418,996.3,11,0,0,0.0698,0
419,1226.2,16,0,0,0.1642,0
420,373.57,17,0,0,0.1799,0
421,579.25,16,0,0,0.0503,0
422,643.75,13,0,0,0.0845,0
423,5000.0,1,1,1,0.8799,1
424,114.09,21,1,0,0.0813,0
425,711.6,9,1,0,0.0719,0
426,533.96,19,0,0,0.0912,0
427,260.39,13,1,0,0.1831,0
428,1514.05,20,0,0,0.2397,0
429,238.8,7,0,0,0.4495,0
430,1320.88,13,0,0,0.0592,0
431,832.22,17,0,0,0.0254,0
432,1752.23,18,0,0,0.0436,0
433,378.52,17,0,0,0.0416,0
434,5000.0,0,1,0,0.8351,1
435,338.01,8,0,0,0.1558,0
436,838.87,16,0,0,0.006,0
437,516.68,15,0,0,0.1592,0
438,593.04,17,0,0,0.1753,0
439,98.17,17,0,0,0.143,0
440,679.26,21,0,1,0.1097,0
441,391.6,14,0,0,0.1211,0
442,4342.35,15,0,0,0.0562,0
443,671.98,14,0,0,0.0598,0
444,1513.32,7,0,0,0.0967,0
445,1241.55,10,0,0,0.0844,0
446,9257.27,0,1,0,0.7395,1
447,265.22,8,0,0,0.0482,0
448,2386.7,8,0,0,0.0473,0
449,5000.0,0,1,0,0.659,1
450,583.97,14,0,0,0.2022,0
451,1580.91,16,1,0,0.0361,0
452,1864.97,12,0,0,0.1022,0
453,993.97,21,0,0,0.1498,0
454,919.73,18,0,0,0.0588,0
455,597.63,7,0,0,0.0994,0
456,877.16,20,0,0,0.0779,0
457,1299.42,14,0,0,0.0876,0
458,146.23,18,0,0,0.072,0
459,6086.16,3,1,1,0.734,1
460,618.42,13,0,0,0.0594,0
461,313.02,7,0,0,0.0409,0
462,926.36,15,0,0,0.0344,0
463,937.88,17,0,0,0.1245,0
464,415.28,20,0,0,0.0738,0
465,1253.78,20,1,0,0.0947,0
466,5553.35,14,0,0,0.0374,0
467,530.71,7,0,0,0.0232,0
468,1500.43,12,0,0,0.0669,0
469,200.76,10,0,0,0.0546,0
470,250.97,12,0,0,0.0877,0
471,811.64,9,0,0,0.093,0
472,608.43,12,0,0,0.0747,0
473,1566.19,19,0,0,0.116,0
474,773.09,20,0,0,0.0288,0
475,1555.58,10,0,0,0.0902,0
476,2386.72,16,0,0,0.1025,0
477,400.64,17,0,0,0.1392,0
478,327.78,19,0,0,0.0949,0
479,1149.52,11,0,0,0.1251,0
480,895.14,8,0,0,0.0685,0
481,141.08,10,0,0,0.0275,0
482,940.53,17,0,0,0.0418,0
483,290.84,20,0,0,0.0948,0
484,526.06,8,0,0,0.2413,0
485,2838.82,14,0,0,0.0895,0
486,924.04,21,0,0,0.0857,0
487,382.36,7,0,0,0.0654,0
488,657.05,19,0,0,0.0237,0
489,485.28,8,0,0,0.1897,0
490,5000.0,3,1,0,0.8827,1
491,267.9,14,0,0,0.0362,0
492,5000.0,2,1,1,0.6323,1
493,2880.3,14,0,0,0.0227,0
494,285.2,16,0,0,0.0997,0
495,3096.53,15,0,0,0.1645,0
496,4386.06,15,0,0,0.1241,0
497,2810.94,20,0,0,0.0788,0
498,324.26,12,0,0,0.0216,0
499,716.3,18,0,0,0.0945,0
500,472.14,17,0,0,0.1996,0
