transaction_id,amount,transaction_time,location_change,device_change,merchant_risk,is_fraud
111,942.46,6,0,0,0.1142,0
112,66.5,9,0,0,0.2753,0
113,66.04,22,0,0,0.1438,0
114,2051.15,18,1,0,0.1452,0
115,137.31,8,0,0,0.2947,0
116,465.51,16,0,0,0.2843,0
117,383.66,7,0,0,0.1041,0
118,3214.66,17,0,1,0.1285,0
119,54.9,7,0,0,0.1265,0
120,2055.96,16,0,0,0.1609,0
121,76.09,21,0,0,0.208,0
122,44.55,16,0,0,0.1591,0
123,279.92,12,1,0,0.0589,0
124,335.93,16,0,0,0.1217,0
125,39.58,13,0,0,0.0932,0
126,763.82,13,0,0,0.0211,0
127,1530.75,10,0,0,0.1585,0
128,1079.53,14,1,0,0.1281,0
129,262.67,8,0,0,0.1689,0
130,203.84,12,0,0,0.1699,0
131,167.84,12,0,0,0.4446,0
132,530.02,18,0,0,0.235,0
133,82.11,13,0,0,0.1444,0
134,142.69,18,0,0,0.0733,0
135,304.46,6,0,0,0.1291,0
136,85.71,7,0,0,0.3254,0
137,55.42,14,0,0,0.321,0
138,66.99,14,0,0,0.2363,0
139,339.81,20,0,0,0.2891,0
140,1164.56,9,0,0,0.1546,0
141,645.79,19,0,0,0.2649,0
142,2145.64,15,1,0,0.1544,0
143,406.86,18,0,0,0.0689,0
144,662.41,10,0,0,0.1287,0
145,498.72,7,1,0,0.1318,0
146,514.13,10,0,0,0.4,0
147,414.07,7,0,0,0.2999,0
148,3302.74,14,0,0,0.1662,0
149,1370.17,7,0,0,0.1846,0
150,2621.95,21,0,0,0.056,0
151,1656.29,19,0,0,0.0156,0
152,11968.55,18,0,0,0.157,0
153,521.18,14,0,0,0.2761,0
154,80.59,20,0,0,0.1221,0
155,993.77,23,1,1,0.7471,1
156,152.57,17,0,0,0.0176,0
157,375.34,9,0,0,0.2366,0
158,174.38,16,0,1,0.201,0
159,226.33,8,0,0,0.3522,0
160,48.92,12,0,0,0.1457,0
161,870.65,8,0,0,0.0175,0
162,389.67,20,0,0,0.2277,0
163,230.31,9,1,0,0.1636,0
164,121.16,7,0,0,0.3881,0
165,1234.4,17,0,1,0.1924,0
166,15.98,13,0,0,0.0686,0
167,120.98,15,0,0,0.0534,0
168,2469.68,12,0,0,0.015,0
169,775.77,14,0,0,0.0496,0
170,575.73,16,0,0,0.0424,0
171,922.88,7,0,0,0.0286,0
172,314.16,17,0,0,0.0397,0
173,212.52,11,0,0,0.1855,0
174,139.9,7,0,0,0.2217,0
175,135.57,14,0,0,0.0863,0
176,483.71,11,0,0,0.0555,0
177,7137.99,8,0,0,0.0499,0
178,4733.38,8,1,1,0.2586,0
179,514.11,7,0,0,0.0475,0
180,68.38,13,0,0,0.0912,0
181,664.26,17,0,0,0.2293,0
182,365.18,11,0,0,0.0992,0
183,4643.45,8,0,0,0.0237,0
184,826.57,11,0,0,0.1873,0
185,588.52,6,1,1,0.0026,0
186,990.07,9,0,0,0.3974,0
187,302.52,10,0,0,0.0376,0
188,125.18,10,0,0,0.1111,0
189,379.9,10,0,1,0.0764,0
190,994.15,7,0,0,0.4013,0
191,111.39,12,0,0,0.072,0
192,304.99,12,0,0,0.1421,0
193,698.37,9,0,0,0.057,0
194,55.16,20,0,1,0.0818,0
195,300.98,22,0,0,0.2177,0
196,190.5,18,0,0,0.2253,0
197,261.52,15,0,0,0.0737,0
198,778.27,6,0,0,0.138,0
199,174.44,13,0,0,0.1514,0
200,522.46,13,0,0,0.319,0
201,215.11,20,0,0,0.1008,0
202,204.59,16,0,0,0.2912,0
203,113.24,8,0,0,0.1311,0
204,474.5,7,0,0,0.3172,0
205,128.73,8,0,0,0.0749,0
206,160.77,9,0,0,0.0894,0
207,588.1,22,0,0,0.3968,0
208,2567.7,17,0,0,0.1022,0
209,2311.01,9,0,0,0.3039,0
210,696.93,19,0,0,0.1873,0
211,113.22,10,0,0,0.2066,0
212,773.57,10,0,0,0.2115,0
213,2265.01,22,0,0,0.1343,0
214,562.49,13,0,1,0.0637,0
215,1557.77,16,0,0,0.3371,0
216,334.39,13,0,0,0.3199,0
217,35.51,12,0,0,0.1686,0
218,165.49,14,1,0,0.158,0
219,109.9,22,0,0,0.1808,0
220,1430.79,21,0,0,0.0553,0
221,99.66,22,1,0,0.1532,0
222,169.72,12,0,0,0.227,0
223,2157.69,7,0,0,0.2712,0
224,657.94,17,0,0,0.0148,0
225,319.26,16,0,0,0.1881,0
226,304.61,11,0,0,0.131,0
227,813.22,15,0,0,0.0517,0
228,468.01,6,0,0,0.035,0
229,2455.74,12,0,0,0.3835,0
230,273.06,6,0,0,0.0991,0
231,94.28,18,0,0,0.1678,0
232,752.22,13,0,0,0.073,0
233,294.72,10,0,0,0.074,0
234,129.02,13,0,0,0.0825,0
235,418.85,19,0,0,0.0966,0
236,376.24,6,0,0,0.2761,0
237,211.49,18,0,1,0.2828,0
238,313.2,16,0,0,0.0807,0
239,542.45,18,0,0,0.1898,0
240,537.04,20,0,0,0.0577,0
241,844.33,18,0,0,0.3474,0
242,941.96,18,0,0,0.2507,0
243,1255.86,20,0,0,0.1591,0
244,100.02,13,0,0,0.0797,0
245,565.18,20,0,0,0.1535,0
246,352.19,14,0,0,0.1024,0
247,195.63,17,0,0,0.0699,0
248,1772.31,14,0,0,0.1792,0
249,5800.24,20,0,0,0.0955,0
250,658.34,7,0,0,0.1574,0
251,175.42,11,0,0,0.1073,0
252,1741.87,22,0,0,0.0715,0
253,534.67,10,0,0,0.1072,0
254,4159.43,18,0,0,0.2192,0
255,1327.69,11,0,0,0.3478,0
256,107.78,20,0,0,0.1738,0
257,850.55,18,0,1,0.0856,0
258,192.3,12,0,0,0.2822,0
259,199.6,18,0,0,0.0683,0
260,4100.13,10,0,0,0.1296,0
261,342.48,9,1,0,0.062,0
262,7.91,12,0,0,0.0765,0
263,1112.15,15,0,0,0.266,0
264,2099.99,9,0,0,0.1771,0
265,327.63,11,0,0,0.1612,0
266,242.71,20,0,0,0.2577,0
267,834.34,7,0,0,0.2151,0
268,76.61,21,0,0,0.1637,0
269,890.26,14,0,0,0.0482,0
270,2096.59,18,1,0,0.24,0
271,22.29,17,0,0,0.0975,0
272,1405.83,7,0,0,0.0667,0
273,269.15,18,0,0,0.1525,0
274,132.11,9,1,0,0.2838,0
275,1148.57,20,0,0,0.1324,0
276,1908.53,7,0,0,0.1591,0
277,60.83,20,1,0,0.2005,0
278,352.17,13,1,0,0.0216,0
279,4569.17,9,1,0,0.9454,1
280,1874.61,8,0,0,0.0601,0
281,236.85,13,0,0,0.0405,0
282,1295.47,14,1,0,0.096,0
283,82.83,15,0,0,0.1488,0
284,659.63,21,0,0,0.262,0
285,104.82,22,0,0,0.4664,0
286,3846.18,14,0,0,0.0776,0
287,3322.86,15,0,0,0.1771,0
288,384.31,10,0,0,0.1611,0
289,161.22,20,1,0,0.0468,0
290,316.15,21,0,0,0.0432,0
291,701.34,20,0,0,0.4948,0
292,823.91,6,0,0,0.2061,0
293,662.48,7,0,0,0.1539,0
294,165.85,18,0,0,0.1902,0
295,170.88,11,0,0,0.2108,0
296,130.52,10,0,0,0.2798,0
297,1154.62,20,0,0,0.3233,0
298,398.65,18,0,0,0.1143,0
299,48.1,20,0,0,0.2413,0
300,105.01,11,0,0,0.0992,0
301,4007.84,12,0,0,0.0678,0
302,137.11,8,0,0,0.0457,0
303,273.4,14,1,0,0.1734,0
304,1716.36,19,0,0,0.1132,0
305,1731.91,16,0,0,0.1795,0
306,406.62,8,0,0,0.3091,0
307,287.79,23,0,1,0.942,1
308,759.97,10,0,0,0.1783,0
309,1131.25,8,0,0,0.0445,0
310,497.18,18,0,0,0.0184,0
311,327.66,19,0,0,0.2386,0
312,497.8,21,0,0,0.1827,0
313,157.81,20,0,0,0.0519,0
314,1481.76,16,0,0,0.2045,0
315,372.34,16,0,0,0.0869,0
316,522.09,12,0,0,0.1612,0
317,65.47,11,1,0,0.0827,0
318,80.06,10,1,1,0.0511,0
319,363.79,20,0,0,0.2533,0
320,207.78,20,0,0,0.1337,0
321,30.81,11,0,0,0.3398,0
322,394.5,15,1,0,0.0406,0
323,150.9,10,0,0,0.0458,0
324,326.75,16,0,0,0.065,0
325,1377.98,21,0,0,0.1678,0
326,120.91,12,0,0,0.1476,0
327,991.04,15,0,0,0.1011,0
328,393.29,11,0,1,0.3399,0
329,845.2,13,0,0,0.2112,0
330,218.58,16,0,0,0.2429,0
331,222.95,13,0,0,0.1452,0
332,633.93,16,0,0,0.268,0
333,666.17,11,0,0,0.4244,0
334,360.14,7,0,0,0.198,0
335,69.49,9,1,0,0.437,0
336,1436.25,19,0,0,0.0141,0
337,2150.88,17,0,0,0.3385,0
338,913.21,6,0,0,0.2547,0
339,137.54,15,0,0,0.1669,0
340,2879.2,14,0,0,0.1306,0
341,1647.1,6,0,0,0.0383,0
342,1081.41,7,0,0,0.0917,0
343,153.36,6,0,1,0.1933,0
344,450.36,12,0,0,0.2517,0
345,140.7,10,0,0,0.3524,0
346,237.73,21,0,0,0.1767,0
347,918.81,9,0,0,0.248,0
348,444.18,21,0,0,0.0777,0
349,106.47,20,0,0,0.257,0
350,824.54,12,0,0,0.1772,0
351,2228.88,8,0,0,0.1721,0
352,145.51,10,0,0,0.1878,0
353,357.54,18,1,1,0.6594,1
354,2289.84,8,0,0,0.1057,0
355,1377.72,8,0,0,0.205,0
356,310.83,8,0,0,0.1393,0
357,3328.45,21,0,0,0.1242,0
358,556.91,14,1,0,0.0878,0
359,53.75,10,0,0,0.2363,0
360,96.25,10,0,0,0.0367,0
361,868.62,8,0,0,0.1303,0
362,2625.72,6,0,1,0.023,0
363,144.78,9,0,1,0.2571,0
364,1425.11,22,0,0,0.1578,0
365,693.08,17,0,0,0.0632,0
366,10054.68,17,0,0,0.0923,0
367,440.51,22,0,0,0.0629,0
368,2360.82,12,0,0,0.0407,0
369,190.29,15,0,0,0.1182,0
370,670.46,13,0,0,0.0789,0
371,823.09,8,0,0,0.2716,0
372,594.57,11,0,0,0.0427,0
373,155.68,19,0,0,0.2124,0
374,35.68,19,0,0,0.0867,0
375,117.27,18,0,0,0.2586,0
376,334.34,19,0,0,0.0517,0
377,528.49,16,0,0,0.2284,0
378,947.48,17,0,0,0.1094,0
379,1777.17,6,0,0,0.1887,0
380,483.12,13,0,0,0.1234,0
381,3379.04,12,0,1,0.1187,0
382,83.37,14,0,0,0.3234,0
383,179.19,22,0,0,0.0651,0
384,4198.48,11,0,0,0.062,0
385,285.59,13,0,1,0.1278,0
386,127.33,10,0,0,0.1895,0
387,646.97,6,0,0,0.3683,0
388,8274.79,7,0,0,0.1865,0
389,1167.22,11,0,0,0.0533,0
390,966.42,21,0,0,0.1018,0
391,6575.42,22,0,0,0.0841,0
392,471.44,18,1,0,0.312,0
393,1225.27,9,0,0,0.1008,0
394,90.44,19,1,0,0.3562,0
395,2600.6,8,0,0,0.1956,0
396,120.36,12,1,0,0.0794,0
397,1786.27,16,0,0,0.3531,0
398,22.88,18,1,0,0.1163,0
399,365.32,16,0,0,0.2851,0
400,257.69,16,0,0,0.1222,0
401,796.04,20,0,1,0.0871,0
402,2233.03,18,0,0,0.2256,0
403,673.44,21,0,0,0.3379,0
404,224.43,9,0,0,0.1517,0
405,662.01,19,0,0,0.1888,0
406,159.98,15,0,0,0.2416,0
407,312.08,18,0,0,0.2138,0
408,241.38,14,0,0,0.1012,0
409,161.83,18,0,0,0.1493,0
410,409.52,10,1,1,0.0737,0
411,111.99,15,0,0,0.0424,0
412,751.19,6,0,0,0.2591,0
413,490.61,8,0,1,0.1035,0
414,73.93,15,0,0,0.0243,0
415,444.55,11,0,1,0.0707,0
416,1165.81,13,0,0,0.2301,0
417,196.32,15,0,0,0.073,0
418,387.44,13,0,0,0.1449,0
419,318.5,6,0,0,0.1302,0
420,438.67,8,0,0,0.0843,0
421,200.93,11,1,0,0.2251,0
422,454.66,20,0,0,0.2058,0
423,1036.83,22,1,0,0.0568,0
424,397.72,19,0,0,0.3641,0
425,892.49,16,0,0,0.0207,0
426,2193.14,17,0,0,0.1929,0
427,66.51,18,0,0,0.0447,0
428,433.24,17,0,0,0.1623,0
429,1377.58,15,0,0,0.0253,0
430,208.62,18,0,0,0.1041,0
431,527.9,10,0,0,0.3122,0
432,147.4,14,0,0,0.1981,0
433,328.2,15,0,0,0.1074,0
434,2907.25,6,0,1,0.0645,0
435,259.62,20,0,0,0.2696,0
436,5589.87,18,1,0,0.8613,1
437,5458.21,20,0,0,0.015,0
438,4022.47,7,0,0,0.0105,0
439,450.99,21,0,0,0.144,0
440,143.88,14,0,0,0.1292,0
441,297.34,21,1,0,0.2348,0
442,1009.22,15,0,0,0.1912,0
443,1156.63,20,0,0,0.1258,0
444,166.9,6,0,0,0.1179,0
445,307.34,22,0,0,0.4967,0
446,1793.65,14,0,0,0.2505,0
447,2790.58,20,0,0,0.1595,0
448,334.2,22,0,0,0.2867,0
449,709.34,22,0,0,0.1945,0
450,408.47,6,0,0,0.0628,0
451,821.4,10,0,0,0.3529,0
452,387.19,10,0,0,0.3929,0
453,416.24,15,0,0,0.1666,0
454,1507.46,13,0,0,0.0895,0
455,101.51,18,0,0,0.0135,0
456,97.14,14,0,0,0.4735,0
457,161.4,16,0,0,0.067,0
458,312.59,17,1,0,0.1198,0
459,1046.82,22,0,0,0.0912,0
460,1136.29,6,0,0,0.1189,0
461,65.66,16,0,0,0.1617,0
462,974.64,9,0,0,0.1748,0
463,1346.86,21,0,0,0.0314,0
464,304.63,22,0,0,0.1737,0
465,69.52,15,0,0,0.1894,0
466,346.71,14,0,0,0.1952,0
467,209.19,10,0,0,0.0631,0
468,141.54,20,0,0,0.1584,0
469,4774.49,16,0,0,0.6874,1
470,5042.01,18,0,0,0.2273,0
471,134.64,19,0,1,0.144,0
472,107.93,10,0,0,0.1541,0
473,458.39,9,0,0,0.2034,0
474,288.41,17,1,0,0.1719,0
475,75.14,6,0,0,0.0458,0
476,491.01,16,0,0,0.0812,0
477,11133.56,13,1,1,0.6427,1
478,682.67,7,0,0,0.2126,0
479,149.77,6,0,0,0.3519,0
480,911.62,11,0,0,0.1946,0
481,749.41,21,1,0,0.0761,0
482,4834.77,7,0,0,0.1979,0
483,1293.51,16,0,0,0.18,0
484,1497.65,15,0,0,0.1817,0
485,71.11,11,0,0,0.165,0
486,1155.0,21,1,0,0.1271,0
487,2654.46,17,0,0,0.0287,0
488,530.61,10,0,0,0.0441,0
489,840.47,9,0,0,0.2179,0
490,23.03,21,0,0,0.3653,0
491,146.52,16,0,0,0.4322,0
492,57.11,7,0,0,0.2994,0
493,959.45,18,0,0,0.0784,0
494,551.88,12,0,0,0.1202,0
495,432.93,8,0,0,0.2773,0
496,255.33,9,0,0,0.3442,0
497,1797.82,18,0,0,0.0771,0
498,754.94,15,0,0,0.1941,0
499,26.0,22,1,0,0.2071,0
500,106.36,11,0,0,0.1302,0
501,76.58,16,0,0,0.0485,0
502,392.8,11,0,0,0.3208,0
503,634.12,18,0,1,0.3456,0
504,942.12,10,0,0,0.0818,0
505,415.61,18,0,0,0.0574,0
506,182.97,7,0,0,0.2469,0
507,982.4,10,0,0,0.2384,0
508,167.96,7,0,0,0.1407,0
509,260.89,22,0,0,0.2625,0
510,29.44,8,0,0,0.1025,0
511,874.69,16,0,1,0.0911,0
512,1357.24,6,0,0,0.0995,0
513,78.25,18,0,0,0.0895,0
514,1525.96,12,0,0,0.0623,0
515,404.39,9,0,0,0.1785,0
516,572.18,21,0,0,0.1421,0
517,11.39,12,0,0,0.1548,0
518,537.67,14,0,0,0.1524,0
519,513.9,8,0,0,0.3532,0
520,310.29,13,0,0,0.2564,0
521,1776.32,13,0,0,0.0218,0
522,513.12,12,0,0,0.1835,0
523,1497.91,11,0,0,0.0081,0
524,920.55,8,0,0,0.0472,0
525,294.94,13,0,0,0.2568,0
526,566.41,20,0,0,0.1996,0
527,137.87,21,0,0,0.4843,0
528,35.06,14,0,0,0.422,0
529,757.73,15,1,0,0.1777,0
530,1391.44,11,1,1,0.022,0
531,208.97,19,0,0,0.1018,0
532,114.77,20,0,0,0.2105,0
533,694.65,15,0,0,0.2053,0
534,396.01,8,1,0,0.1899,0
535,304.13,15,0,0,0.0167,0
536,266.56,14,0,0,0.1414,0
537,315.8,10,0,0,0.0799,0
538,3392.16,16,0,0,0.3017,0
539,156.44,20,0,0,0.1312,0
540,707.28,12,0,0,0.4161,0
541,541.02,7,0,0,0.1099,0
542,196.33,18,0,0,0.0932,0
543,1943.24,13,1,0,0.0249,0
544,5485.23,22,0,0,0.2327,0
545,762.8,14,0,0,0.0522,0
546,98.85,13,0,0,0.15,0
547,273.9,9,0,0,0.1145,0
548,308.88,15,0,0,0.4024,0
549,779.91,17,1,0,0.0656,0
550,660.39,22,1,0,0.0136,0
551,1087.57,19,0,0,0.1278,0
552,1286.08,21,0,0,0.0453,0
553,2221.53,19,1,0,0.1532,0
554,2268.14,9,0,0,0.0831,0
555,1746.3,10,0,0,0.0696,0
556,1597.43,7,0,0,0.1069,0
557,325.54,9,0,1,0.1109,0
558,74.86,10,1,0,0.1319,0
559,67.89,15,0,0,0.0865,0
560,2374.64,21,0,0,0.3102,0
561,14.68,22,0,0,0.0572,0
562,157.8,21,0,0,0.0772,0
563,722.7,20,0,0,0.1341,0
564,274.41,12,0,0,0.197,0
565,926.37,11,0,0,0.0958,0
566,353.9,6,0,0,0.1465,0
567,50.87,13,0,0,0.2513,0
568,509.88,9,0,0,0.1161,0
569,57.55,16,0,0,0.262,0
570,63.48,16,0,0,0.1609,0
571,502.79,21,1,0,0.0306,0
572,79.75,11,0,0,0.2791,0
573,2368.86,20,1,0,0.0523,0
574,114.83,22,0,0,0.2047,0
575,628.62,7,0,0,0.091,0
576,184.99,12,1,0,0.106,0
577,941.75,15,0,0,0.2652,0
578,394.61,10,0,0,0.331,0
579,381.3,14,1,0,0.1289,0
580,51.82,6,0,0,0.2301,0
581,660.26,17,0,0,0.1285,0
582,293.41,18,0,0,0.0461,0
583,2025.26,19,0,0,0.1474,0
584,111.02,16,0,0,0.2143,0
585,61.53,14,0,0,0.0224,0
586,281.07,16,0,0,0.1797,0
587,294.46,21,0,0,0.1139,0
588,150.84,21,0,0,0.1004,0
589,124.21,10,0,0,0.1726,0
590,647.08,13,0,0,0.023,0
591,456.94,10,0,0,0.0346,0
592,2877.57,15,0,0,0.2069,0
593,1322.97,16,0,0,0.3066,0
594,607.0,19,0,0,0.282,0
595,167.31,11,0,0,0.3858,0
596,150.07,19,0,0,0.4324,0
597,714.88,19,0,1,0.2886,0
598,386.97,6,0,0,0.1345,0
599,26.78,11,0,0,0.0751,0
600,1226.97,22,0,0,0.3408,0
601,932.05,21,0,0,0.2938,0
602,47.28,16,0,0,0.2158,0
603,1568.17,9,0,0,0.1198,0
604,1116.82,17,0,0,0.0878,0
605,518.36,21,0,0,0.1411,0
606,225.93,11,0,0,0.041,0
607,310.39,17,0,0,0.1039,0
608,37.18,20,0,0,0.0471,0
609,246.02,11,0,0,0.32,0
610,171.47,18,0,0,0.2143,0
611,2018.58,20,0,0,0.2498,0
612,1490.81,18,0,1,0.2076,0
613,123.37,11,0,0,0.1016,0
614,339.35,17,0,0,0.2112,0
615,252.24,21,0,0,0.0931,0
616,380.39,12,0,0,0.0324,0
617,660.77,18,0,0,0.0703,0
618,229.27,13,0,0,0.1651,0
619,547.59,19,1,0,0.1345,0
620,990.74,20,0,0,0.0127,0
621,227.31,7,0,0,0.1598,0
622,291.46,22,0,0,0.2023,0
623,1634.67,12,0,0,0.1632,0
624,370.75,18,0,0,0.1173,0
625,546.98,6,0,0,0.3898,0
626,109.74,9,1,0,0.0922,0
627,1636.24,7,1,0,0.2424,0
628,196.67,17,0,0,0.0204,0
629,729.71,21,0,0,0.0679,0
630,373.91,16,0,0,0.1759,0
631,1538.53,13,0,0,0.3108,0
632,211.09,14,0,0,0.0603,0
633,2997.67,8,0,0,0.3387,0
634,4432.66,11,0,0,0.0875,0
635,135.26,7,0,0,0.0525,0
636,875.15,20,0,0,0.188,0
637,363.88,6,0,0,0.2524,0
638,451.04,21,0,0,0.1586,0
639,316.81,8,0,0,0.3425,0
640,1322.47,13,0,0,0.1247,0
641,622.41,9,0,0,0.1691,0
642,171.26,19,0,0,0.1302,0
643,674.31,11,0,0,0.0925,0
644,1315.26,21,0,0,0.3129,0
645,2252.68,19,1,0,0.079,0
646,140.66,11,0,0,0.0174,0
647,255.76,15,1,1,0.3027,0
648,86.96,18,0,0,0.222,0
649,335.57,6,0,0,0.2964,0
650,270.48,9,0,0,0.2928,0
651,340.34,20,0,0,0.0355,0
652,770.03,12,0,0,0.2736,0
653,489.52,12,0,0,0.1306,0
654,276.54,14,0,0,0.3839,0
655,5522.77,16,0,0,0.0619,0
656,2598.39,14,0,0,0.0913,0
657,76.34,16,1,0,0.0671,0
658,747.11,6,0,0,0.0965,0
659,801.69,20,0,0,0.3764,0
660,1651.84,7,0,0,0.1294,0
661,1104.26,18,0,0,0.1014,0
662,2907.16,13,0,0,0.0723,0
663,2062.19,12,0,0,0.1353,0
664,812.5,11,0,0,0.1141,0
665,360.36,9,0,0,0.0842,0
666,749.04,15,0,0,0.3387,0
667,413.1,20,0,0,0.1103,0
668,118.29,8,0,0,0.1912,0
669,919.14,7,0,0,0.0614,0
670,1684.75,18,0,0,0.095,0
671,49.72,20,0,0,0.1128,0
672,34.03,8,1,0,0.0171,0
673,296.83,10,0,0,0.1805,0
674,80.78,11,0,0,0.1173,0
675,125.14,12,0,0,0.0781,0
676,1485.32,9,0,0,0.3371,0
677,1628.59,10,0,0,0.0578,0
678,753.05,6,0,0,0.0982,0
679,295.99,15,0,0,0.3462,0
680,289.63,16,0,0,0.1507,0
681,338.49,18,0,0,0.094,0
682,7312.47,15,0,0,0.1679,0
683,715.24,16,0,1,0.0965,0
684,55.01,13,0,0,0.3145,0
685,157.58,18,0,0,0.1197,0
686,36.56,10,0,0,0.1509,0
687,874.82,13,0,0,0.1177,0
688,607.78,13,0,0,0.3079,0
689,153.29,22,0,0,0.1173,0
690,277.79,11,0,0,0.1168,0
691,87.53,16,0,0,0.3101,0
692,716.06,19,0,0,0.0595,0
693,276.27,19,0,0,0.1333,0
694,1016.76,13,0,0,0.2647,0
695,318.28,14,0,0,0.3365,0
696,51.07,21,0,0,0.2158,0
697,903.06,11,0,0,0.1555,0
698,407.59,9,1,0,0.1245,0
699,103.57,21,0,0,0.2453,0
700,390.11,8,0,0,0.1125,0
701,153.37,9,0,0,0.3086,0
702,213.84,11,0,0,0.2913,0
703,192.07,8,0,0,0.0213,0
704,79.06,6,0,0,0.3138,0
705,482.2,8,0,0,0.2671,0
706,180.12,15,0,0,0.1538,0
707,168.33,13,0,0,0.2133,0
708,516.83,20,1,0,0.2173,0
709,473.03,9,0,0,0.417,0
710,91.21,17,0,0,0.1778,0
711,454.69,8,1,1,0.2075,0
712,221.86,13,0,0,0.0076,0
713,123.96,19,0,0,0.0599,0
714,164.21,11,0,0,0.0419,0
715,666.71,18,0,0,0.0588,0
716,2370.63,21,0,0,0.1503,0
717,300.23,9,0,0,0.1856,0
718,858.1,17,0,0,0.1483,0
719,398.03,17,0,0,0.0935,0
720,1454.12,13,1,0,0.2869,0
721,246.66,19,0,0,0.0802,0
722,1177.89,20,0,0,0.3419,0
723,161.79,16,0,0,0.2943,0
724,178.25,13,1,0,0.4389,0
725,2643.86,10,0,0,0.0928,0
726,1526.51,6,0,0,0.1888,0
727,50000.0,22,0,0,0.223,0
